obs_date,obs_lat,obs_lon,obs_source,chl_type,in_situ_chl,NASA_chlor_a,TPCA_chl,chl_ci,chl_ocx,CI,MBR,max_blue_rrs,rrs443,rrs488,NaN,rrs547,rrs667,MEI,day_radius,pixel_radius,sat_start_date,sat_end_date,sat_start_lat,sat_end_lat,sat_start_lon,sat_end_lon,validation_set
2006-09-05,-8.569,232.717,"Valente et al., 2016",Fluorescence,0.1385,0.1204,0.1366,0.1089,0.1513,-0.00232,3.93510,0.00794,0.00794,0.00611,NaN,0.00202,0.00017,0.800,2,1,2006-09-03,2006-09-07,-8.625,-8.458,-8.625,-8.458,1
2006-09-05,-8.591,231.841,"Valente et al., 2016",Fluorescence,0.1325,0.1287,0.1320,0.1189,0.1363,-0.00215,4.20868,0.00700,0.00700,0.00546,NaN,0.00166,0.00014,0.800,2,1,2006-09-03,2006-09-07,-8.708,-8.542,-8.708,-8.542,0
2006-09-05,-8.675,229.674,"Valente et al., 2016",Fluorescence,0.1253,0.1049,0.1079,0.0922,0.1146,-0.00263,4.68099,0.00798,0.00798,0.00597,NaN,0.00170,0.00013,0.800,2,1,2006-09-03,2006-09-07,-8.792,-8.625,-8.792,-8.625,0
2006-09-05,-8.713,228.661,"Valente et al., 2016",Fluorescence,0.0988,0.1118,0.1204,0.1000,0.1308,-0.00248,4.31948,0.00790,0.00790,0.00597,NaN,0.00183,0.00016,0.800,2,1,2006-09-03,2006-09-07,-8.792,-8.625,-8.792,-8.625,1
2006-09-06,-8.847,224.870,"Valente et al., 2016",Fluorescence,0.1325,0.1141,0.1253,0.1026,0.1373,-0.00243,4.18877,0.00792,0.00792,0.00599,NaN,0.00189,0.00017,0.800,2,1,2006-09-04,2006-09-08,-8.958,-8.792,-8.958,-8.792,0
2006-09-06,-8.881,223.908,"Valente et al., 2016",Fluorescence,0.0976,0.1166,0.1250,0.1060,0.1338,-0.00237,4.25905,0.00762,0.00762,0.00581,NaN,0.00179,0.00016,0.800,2,1,2006-09-04,2006-09-08,-8.958,-8.792,-8.958,-8.792,1
2006-09-06,-8.747,227.673,"Valente et al., 2016",Fluorescence,0.1204,0.1245,0.1312,0.1150,0.1374,-0.00222,4.18756,0.00722,0.00722,0.00557,NaN,0.00172,0.00016,0.800,2,1,2006-09-04,2006-09-08,-8.792,-8.625,-8.792,-8.625,0
2006-09-07,-9.000,220.509,"Valente et al., 2016",Fluorescence,0.2204,0.1855,0.2144,0.1851,0.2181,-0.00132,3.08074,0.00593,0.00593,0.00473,NaN,0.00193,0.00014,0.800,2,1,2006-09-05,2006-09-09,-9.042,-8.875,-9.042,-8.875,0
2006-09-11,-7.920,219.914,"Valente et al., 2016",Fluorescence,0.1903,0.1440,0.1542,0.1391,0.1590,-0.00186,3.81030,0.00651,0.00651,0.00522,NaN,0.00171,0.00017,0.800,2,1,2006-09-09,2006-09-13,-8.042,-7.875,-8.042,-7.875,1
2006-09-11,-4.964,220.100,"Valente et al., 2016",Fluorescence,0.1253,0.1293,0.1468,0.1205,0.1587,-0.00213,3.81404,0.00737,0.00737,0.00570,NaN,0.00193,0.00024,0.800,2,1,2006-09-09,2006-09-13,-5.042,-4.875,-5.042,-4.875,0
2006-09-11,-6.003,220.027,"Valente et al., 2016",Fluorescence,0.1686,0.1360,0.1537,0.1283,0.1640,-0.00201,3.73280,0.00711,0.00711,0.00557,NaN,0.00190,0.00023,0.800,2,1,2006-09-09,2006-09-13,-6.125,-5.958,-6.125,-5.958,1
2006-09-11,-6.993,219.976,"Valente et al., 2016",Fluorescence,0.2300,0.1456,0.1679,0.1400,0.1778,-0.00184,3.53718,0.00689,0.00689,0.00547,NaN,0.00195,0.00022,0.800,2,1,2006-09-09,2006-09-13,-7.042,-6.875,-7.042,-6.875,1
2006-09-12,-2.998,220.019,"Valente et al., 2016",Fluorescence,0.1439,0.1427,0.1463,0.1391,0.1479,-0.00186,3.99381,0.00632,0.00632,0.00508,NaN,0.00158,0.00012,0.800,2,1,2006-09-10,2006-09-14,-3.042,-2.875,-3.042,-2.875,0
2006-09-12,-1.974,219.958,"Valente et al., 2016",Fluorescence,0.2433,0.1779,0.2117,0.1871,0.2146,-0.00130,3.11438,0.00570,0.00570,0.00481,NaN,0.00183,0.00016,0.800,2,1,2006-09-10,2006-09-14,-2.042,-1.875,-2.042,-1.875,0
2006-09-12,-3.998,220.064,"Valente et al., 2016",Fluorescence,0.1277,0.1185,0.1333,0.1075,0.1469,-0.00234,4.01189,0.00779,0.00779,0.00597,NaN,0.00194,0.00024,0.800,2,1,2006-09-10,2006-09-14,-4.042,-3.875,-4.042,-3.875,1
2006-09-13,0.038,219.966,"Valente et al., 2016",Fluorescence,0.2770,0.2324,0.2738,0.2190,0.2738,-0.00100,2.64594,0.00567,0.00567,0.00478,NaN,0.00214,0.00023,0.800,2,1,2006-09-11,2006-09-15,-0.042,0.125,-0.042,0.125,0
2006-09-13,-2.005,220.015,"Valente et al., 2016",Fluorescence,0.2626,0.1789,0.2136,0.1719,0.2215,-0.00146,3.04900,0.00656,0.00656,0.00542,NaN,0.00215,0.00020,0.800,2,1,2006-09-11,2006-09-15,-2.125,-1.958,-2.125,-1.958,0
2006-09-13,-0.990,220.007,"Valente et al., 2016",Fluorescence,0.3011,0.1869,0.2215,0.1819,0.2270,-0.00135,2.99892,0.00620,0.00620,0.00508,NaN,0.00207,0.00021,0.800,2,1,2006-09-11,2006-09-15,-1.042,-0.875,-1.042,-0.875,1
2006-09-14,0.046,220.053,"Valente et al., 2016",Fluorescence,0.2818,0.1646,0.1843,0.1759,0.1860,-0.00142,3.43090,0.00547,0.00547,0.00463,NaN,0.00160,0.00017,0.800,2,1,2006-09-12,2006-09-16,-0.042,0.125,-0.042,0.125,0
2006-09-17,6.800,219.928,"Valente et al., 2016",Fluorescence,0.1000,0.0577,0.0610,0.0431,0.0808,-0.00406,5.67765,0.01103,0.01103,0.00741,NaN,0.00194,0.00021,0.800,2,1,2006-09-15,2006-09-19,6.708,6.875,6.708,6.875,0
2006-09-17,4.995,220.064,"Valente et al., 2016",Fluorescence,0.1265,0.1285,0.1491,0.1187,0.1638,-0.00216,3.73592,0.00770,0.00770,0.00605,NaN,0.00206,0.00020,0.800,2,1,2006-09-15,2006-09-19,4.875,5.042,4.875,5.042,1
2006-09-18,8.007,219.849,"Valente et al., 2016",Fluorescence,0.0703,0.0523,0.0567,0.0379,0.0833,-0.00431,5.58961,0.01173,0.01173,0.00773,NaN,0.00210,0.00027,0.800,2,1,2006-09-16,2006-09-20,7.958,8.125,7.958,8.125,0
2006-09-18,9.011,219.763,"Valente et al., 2016",Fluorescence,0.0790,0.0687,0.0766,0.0535,0.1027,-0.00366,4.99055,0.01057,0.01057,0.00716,NaN,0.00212,0.00025,0.800,2,1,2006-09-16,2006-09-20,8.958,9.125,8.958,9.125,0
2006-09-19,9.030,219.776,"Valente et al., 2016",Fluorescence,0.0660,0.0687,0.0766,0.0535,0.1027,-0.00366,4.99055,0.01057,0.01057,0.00716,NaN,0.00212,0.00025,0.800,2,1,2006-09-17,2006-09-21,8.958,9.125,8.958,9.125,1
2007-02-13,-3.017,164.983,"WOD: Boyer et al., 2018",Fluorescence,0.0600,0.0543,0.0553,0.0401,0.0694,-0.00420,6.12349,0.01105,0.01105,0.00707,NaN,0.00180,0.00019,0.537,2,1,2007-02-11,2007-02-15,-3.125,-2.958,-3.125,-2.958,0
2007-02-14,-5.000,165.000,"WOD: Boyer et al., 2018",Fluorescence,0.0500,0.0664,0.0678,0.0518,0.0791,-0.00372,5.73916,0.01006,0.01006,0.00678,NaN,0.00175,0.00017,0.537,2,1,2007-02-12,2007-02-16,-5.042,-4.875,-5.042,-4.875,1
2007-02-15,0.000,162.983,"WOD: Boyer et al., 2018",Fluorescence,0.0500,0.0490,0.0486,0.0352,0.0594,-0.00445,6.57514,0.01138,0.01138,0.00717,NaN,0.00173,0.00018,0.537,2,1,2007-02-13,2007-02-17,-0.042,0.125,-0.042,0.125,0
2007-02-16,-0.017,158.983,"WOD: Boyer et al., 2018",Fluorescence,0.0650,0.0527,0.0554,0.0385,0.0753,-0.00428,5.88389,0.01140,0.01140,0.00752,NaN,0.00194,0.00023,0.537,2,1,2007-02-14,2007-02-18,-0.125,0.042,-0.125,0.042,1
2007-02-17,0.000,156.983,"WOD: Boyer et al., 2018",Fluorescence,0.0650,0.0709,0.0735,0.0564,0.0860,-0.00356,5.49813,0.00980,0.00980,0.00672,NaN,0.00178,0.00020,0.537,2,1,2007-02-15,2007-02-19,-0.042,0.125,-0.042,0.125,0
2007-02-18,-0.017,154.983,"WOD: Boyer et al., 2018",Fluorescence,0.1200,0.0721,0.0728,0.0576,0.0813,-0.00352,5.66185,0.00957,0.00957,0.00649,NaN,0.00169,0.00018,0.537,2,1,2007-02-16,2007-02-20,-0.125,0.042,-0.125,0.042,1
2007-02-18,-0.017,152.983,"WOD: Boyer et al., 2018",Fluorescence,0.0800,0.0731,0.0786,0.0584,0.0965,-0.00349,5.16771,0.00992,0.00992,0.00687,NaN,0.00192,0.00021,0.537,2,1,2007-02-16,2007-02-20,-0.125,0.042,-0.125,0.042,1
2007-02-18,0.000,150.983,"WOD: Boyer et al., 2018",Fluorescence,0.0750,0.0873,0.0744,0.0724,0.0627,-0.00309,6.42071,0.00806,0.00806,0.00552,NaN,0.00126,0.00006,0.537,2,1,2007-02-16,2007-02-20,-0.042,0.125,-0.042,0.125,0
2007-05-11,8.650,236.117,"Valente et al., 2016",Fluorescence,0.1163,0.0940,0.1076,0.0796,0.1301,-0.00291,4.33401,0.00919,0.00919,0.00656,NaN,0.00212,0.00023,0.348,2,1,2007-05-09,2007-05-13,8.542,8.708,8.542,8.708,0
2007-05-11,8.000,235.000,"Valente et al., 2016",Fluorescence,0.1689,0.1335,0.1533,0.1309,0.1619,-0.00197,3.76476,0.00700,0.00700,0.00555,NaN,0.00186,0.00017,0.348,2,1,2007-05-09,2007-05-13,7.958,8.125,7.958,8.125,1
2007-05-12,5.000,235.000,"Valente et al., 2016",Fluorescence,0.2726,0.1910,0.2262,0.1848,0.2312,-0.00132,2.96152,0.00616,0.00616,0.00517,NaN,0.00208,0.00022,0.348,2,1,2007-05-10,2007-05-14,4.958,5.125,4.958,5.125,0
2007-05-12,7.000,235.000,"Valente et al., 2016",Fluorescence,0.1619,0.1293,0.1599,0.1183,0.1815,-0.00216,3.48805,0.00817,0.00817,0.00632,NaN,0.00234,0.00028,0.348,2,1,2007-05-10,2007-05-14,6.958,7.125,6.958,7.125,1
2007-05-13,1.933,234.367,"Valente et al., 2016",Fluorescence,0.2201,0.1965,0.2321,0.1899,0.2361,-0.00127,2.92000,0.00602,0.00602,0.00511,NaN,0.00206,0.00023,0.348,2,1,2007-05-11,2007-05-15,1.875,2.042,1.875,2.042,1
2007-05-13,3.000,235.000,"Valente et al., 2016",Fluorescence,0.1956,0.1663,0.1970,0.1614,0.2057,-0.00158,3.20490,0.00662,0.00662,0.00540,NaN,0.00207,0.00020,0.348,2,1,2007-05-11,2007-05-15,2.958,3.125,2.958,3.125,0
2007-05-13,4.000,235.000,"Valente et al., 2016",Fluorescence,0.2046,0.1648,0.1890,0.1608,0.1960,-0.00158,3.31145,0.00640,0.00640,0.00526,NaN,0.00193,0.00019,0.348,2,1,2007-05-11,2007-05-15,3.958,4.125,3.958,4.125,0
2007-05-14,1.000,235.000,"Valente et al., 2016",Fluorescence,0.2102,0.1723,0.1995,0.1765,0.2035,-0.00141,3.22851,0.00593,0.00593,0.00497,NaN,0.00184,0.00015,0.348,2,1,2007-05-12,2007-05-16,0.958,1.125,0.958,1.125,0
2007-05-14,2.000,235.000,"Valente et al., 2016",Fluorescence,0.2040,0.1619,0.1822,0.1585,0.1883,-0.00161,3.40257,0.00634,0.00634,0.00517,NaN,0.00186,0.00016,0.348,2,1,2007-05-12,2007-05-16,1.958,2.125,1.958,2.125,1
2007-05-15,0.000,235.000,"Valente et al., 2016",Fluorescence,0.3084,0.1872,0.2214,0.1848,0.2260,-0.00132,3.00778,0.00599,0.00599,0.00488,NaN,0.00199,0.00022,0.348,2,1,2007-05-13,2007-05-17,-0.042,0.125,-0.042,0.125,0
2007-05-15,-1.000,235.000,"Valente et al., 2016",Fluorescence,0.3231,0.1892,0.2231,0.1936,0.2256,-0.00123,3.01154,0.00561,0.00561,0.00470,NaN,0.00186,0.00020,0.348,2,1,2007-05-13,2007-05-17,-1.042,-0.875,-1.042,-0.875,0
2007-05-16,-3.000,235.000,"Valente et al., 2016",Fluorescence,0.1237,0.1193,0.1261,0.1088,0.1335,-0.00232,4.26499,0.00745,0.00745,0.00569,NaN,0.00175,0.00016,0.348,2,1,2007-05-14,2007-05-18,-3.042,-2.875,-3.042,-2.875,1
2007-05-16,-2.000,235.000,"Valente et al., 2016",Fluorescence,0.1773,0.1400,0.1569,0.1331,0.1659,-0.00194,3.70428,0.00698,0.00698,0.00554,NaN,0.00189,0.00018,0.348,2,1,2007-05-14,2007-05-18,-2.042,-1.875,-2.042,-1.875,1
2007-05-17,-3.450,235.533,"Valente et al., 2016",Fluorescence,0.1177,0.1455,0.1639,0.1397,0.1723,-0.00185,3.61161,0.00681,0.00681,0.00544,NaN,0.00189,0.00018,0.348,2,1,2007-05-15,2007-05-19,-3.542,-3.375,-3.542,-3.375,1
2007-05-17,-2.417,236.817,"Valente et al., 2016",Fluorescence,0.1388,0.1372,0.1455,0.1299,0.1509,-0.00199,3.94267,0.00679,0.00679,0.00530,NaN,0.00172,0.00015,0.348,2,1,2007-05-15,2007-05-19,-2.542,-2.375,-2.542,-2.375,1
2007-05-17,-1.900,237.367,"Valente et al., 2016",Fluorescence,0.1710,0.1400,0.1508,0.1332,0.1570,-0.00194,3.84213,0.00677,0.00677,0.00532,NaN,0.00176,0.00016,0.348,2,1,2007-05-15,2007-05-19,-1.958,-1.792,-1.958,-1.792,1
2007-05-18,-2.750,235.250,"Valente et al., 2016",Fluorescence,0.1149,0.1244,0.1330,0.1146,0.1408,-0.00222,4.12249,0.00733,0.00733,0.00563,NaN,0.00178,0.00016,0.348,2,1,2007-05-16,2007-05-20,-2.792,-2.625,-2.792,-2.625,1
2007-05-18,-2.350,236.283,"Valente et al., 2016",Fluorescence,0.1416,0.1388,0.1522,0.1320,0.1597,-0.00196,3.79958,0.00687,0.00687,0.00536,NaN,0.00181,0.00018,0.348,2,1,2007-05-16,2007-05-20,-2.458,-2.292,-2.458,-2.292,1
2007-05-18,-3.217,234.100,"Valente et al., 2016",Fluorescence,0.1710,0.1475,0.1616,0.1440,0.1672,-0.00179,3.68604,0.00651,0.00651,0.00527,NaN,0.00177,0.00015,0.348,2,1,2007-05-16,2007-05-20,-3.292,-3.125,-3.292,-3.125,1
2007-05-19,-4.233,232.950,"Valente et al., 2016",Fluorescence,0.1458,0.1432,0.1463,0.1419,0.1469,-0.00182,4.01181,0.00620,0.00620,0.00501,NaN,0.00155,0.00009,0.348,2,1,2007-05-17,2007-05-21,-4.292,-4.125,-4.292,-4.125,0
2007-05-19,-4.567,233.900,"Valente et al., 2016",Fluorescence,0.1640,0.1448,0.1654,0.1377,0.1756,-0.00188,3.56715,0.00699,0.00699,0.00561,NaN,0.00196,0.00019,0.348,2,1,2007-05-17,2007-05-21,-4.625,-4.458,-4.625,-4.458,1
2007-05-19,-5.000,235.000,"Valente et al., 2016",Fluorescence,0.1892,0.1418,0.1585,0.1358,0.1667,-0.00190,3.69278,0.00686,0.00686,0.00550,NaN,0.00186,0.00019,0.348,2,1,2007-05-17,2007-05-21,-5.042,-4.875,-5.042,-4.875,0
2007-05-19,-3.867,232.117,"Valente et al., 2016",Fluorescence,0.1458,0.1429,0.1517,0.1365,0.1567,-0.00189,3.84646,0.00665,0.00665,0.00532,NaN,0.00173,0.00013,0.348,2,1,2007-05-17,2007-05-21,-3.958,-3.792,-3.958,-3.792,0
2007-05-20,-7.000,235.000,"Valente et al., 2016",Fluorescence,0.1675,0.1421,0.1640,0.1356,0.1747,-0.00190,3.57882,0.00707,0.00707,0.00561,NaN,0.00197,0.00020,0.348,2,1,2007-05-18,2007-05-22,-7.042,-6.875,-7.042,-6.875,1
2007-05-20,-8.000,235.000,"Valente et al., 2016",Fluorescence,0.1290,0.1180,0.1278,0.1068,0.1380,-0.00236,4.17657,0.00767,0.00767,0.00583,NaN,0.00184,0.00018,0.348,2,1,2007-05-18,2007-05-22,-8.042,-7.875,-8.042,-7.875,1
2007-05-20,-7.500,235.000,"Valente et al., 2016",Fluorescence,0.1542,0.1213,0.1264,0.1110,0.1323,-0.00228,4.28931,0.00735,0.00735,0.00559,NaN,0.00171,0.00013,0.348,2,1,2007-05-18,2007-05-22,-7.542,-7.375,-7.542,-7.375,0
2007-05-20,-5.000,235.000,"Valente et al., 2016",Fluorescence,0.1654,0.1248,0.1499,0.1108,0.1722,-0.00228,3.61328,0.00833,0.00833,0.00635,NaN,0.00230,0.00028,0.348,2,1,2007-05-18,2007-05-22,-5.042,-4.875,-5.042,-4.875,0
2007-05-20,-6.500,235.000,"Valente et al., 2016",Fluorescence,0.1948,0.1482,0.1696,0.1468,0.1767,-0.00176,3.55151,0.00662,0.00662,0.00531,NaN,0.00186,0.00016,0.348,2,1,2007-05-18,2007-05-22,-6.542,-6.375,-6.542,-6.375,1
2007-05-21,-8.000,235.000,"Valente et al., 2016",Fluorescence,0.1191,0.1177,0.1269,0.1067,0.1365,-0.00236,4.20572,0.00764,0.00764,0.00581,NaN,0.00182,0.00017,0.348,2,1,2007-05-19,2007-05-23,-8.042,-7.875,-8.042,-7.875,0
2007-05-21,-8.033,234.250,"Valente et al., 2016",Fluorescence,0.1304,0.1249,0.1372,0.1146,0.1477,-0.00222,3.99777,0.00752,0.00752,0.00581,NaN,0.00188,0.00016,0.348,2,1,2007-05-19,2007-05-23,-8.125,-7.958,-8.125,-7.958,0
2007-05-22,-8.167,232.367,"Valente et al., 2016",Fluorescence,0.1682,0.1545,0.1810,0.1462,0.1924,-0.00176,3.35347,0.00706,0.00706,0.00569,NaN,0.00211,0.00018,0.348,2,1,2007-05-20,2007-05-24,-8.292,-8.125,-8.292,-8.125,0
2007-05-22,-8.083,233.633,"Valente et al., 2016",Fluorescence,0.1696,0.1444,0.1680,0.1360,0.1803,-0.00190,3.50408,0.00724,0.00724,0.00577,NaN,0.00207,0.00019,0.348,2,1,2007-05-20,2007-05-24,-8.125,-7.958,-8.125,-7.958,0
2007-05-22,-8.350,229.917,"Valente et al., 2016",Fluorescence,0.1612,0.1320,0.1504,0.1217,0.1636,-0.00211,3.73905,0.00752,0.00752,0.00581,NaN,0.00201,0.00020,0.348,2,1,2007-05-20,2007-05-24,-8.458,-8.292,-8.458,-8.292,1
2007-05-22,-8.267,231.117,"Valente et al., 2016",Fluorescence,0.1388,0.1350,0.1597,0.1240,0.1764,-0.00207,3.55606,0.00775,0.00775,0.00606,NaN,0.00218,0.00022,0.348,2,1,2007-05-20,2007-05-24,-8.375,-8.208,-8.375,-8.208,0
2007-05-23,-8.700,224.867,"Valente et al., 2016",Fluorescence,0.2018,0.1033,0.1217,0.0889,0.1462,-0.00270,4.02450,0.00903,0.00903,0.00684,NaN,0.00224,0.00023,0.348,2,1,2007-05-21,2007-05-25,-8.792,-8.625,-8.792,-8.625,1
2007-05-23,-8.433,228.667,"Valente et al., 2016",Fluorescence,0.1402,0.1302,0.1565,0.1192,0.1752,-0.00215,3.57236,0.00794,0.00794,0.00616,NaN,0.00222,0.00025,0.348,2,1,2007-05-21,2007-05-25,-8.542,-8.375,-8.542,-8.375,0
2007-05-23,-8.600,226.033,"Valente et al., 2016",Fluorescence,0.1458,0.1039,0.1209,0.0896,0.1437,-0.00268,4.06996,0.00890,0.00890,0.00675,NaN,0.00219,0.00022,0.348,2,1,2007-05-21,2007-05-25,-8.708,-8.542,-8.708,-8.542,1
2007-05-23,-8.517,227.433,"Valente et al., 2016",Fluorescence,0.1542,0.1261,0.1482,0.1152,0.1653,-0.00221,3.71357,0.00790,0.00790,0.00614,NaN,0.00213,0.00023,0.348,2,1,2007-05-21,2007-05-25,-8.625,-8.458,-8.625,-8.458,0
2007-05-24,-8.783,223.667,"Valente et al., 2016",Fluorescence,0.1290,0.1046,0.1257,0.0902,0.1524,-0.00267,3.91715,0.00907,0.00907,0.00680,NaN,0.00231,0.00028,0.348,2,1,2007-05-22,2007-05-26,-8.875,-8.708,-8.875,-8.708,0
2007-05-24,-8.850,222.483,"Valente et al., 2016",Fluorescence,0.1892,0.1134,0.1316,0.1004,0.1510,-0.00247,3.94083,0.00842,0.00842,0.00645,NaN,0.00214,0.00021,0.348,2,1,2007-05-22,2007-05-26,-8.958,-8.792,-8.958,-8.792,0
2007-05-28,-5.000,220.000,"Valente et al., 2016",Fluorescence,0.1626,0.1108,0.1213,0.0981,0.1344,-0.00251,4.24702,0.00809,0.00809,0.00613,NaN,0.00191,0.00018,0.348,2,1,2007-05-26,2007-05-30,-5.042,-4.875,-5.042,-4.875,0
2007-05-28,-5.467,220.000,"Valente et al., 2016",Fluorescence,0.1458,0.1315,0.1463,0.1228,0.1563,-0.00209,3.85286,0.00727,0.00727,0.00575,NaN,0.00189,0.00018,0.348,2,1,2007-05-26,2007-05-30,-5.542,-5.375,-5.542,-5.375,0
2007-05-29,-5.000,220.000,"Valente et al., 2016",Fluorescence,0.1388,0.1108,0.1213,0.0981,0.1344,-0.00251,4.24702,0.00809,0.00809,0.00613,NaN,0.00191,0.00018,0.348,2,1,2007-05-27,2007-05-31,-5.042,-4.875,-5.042,-4.875,0
2007-05-29,-4.783,220.000,"Valente et al., 2016",Fluorescence,0.1780,0.1187,0.1339,0.1075,0.1480,-0.00234,3.99346,0.00789,0.00789,0.00607,NaN,0.00198,0.00020,0.348,2,1,2007-05-27,2007-05-31,-4.875,-4.708,-4.875,-4.708,1
2007-05-29,-3.000,220.000,"Valente et al., 2016",Fluorescence,0.1682,0.1324,0.1448,0.1233,0.1537,-0.00208,3.89616,0.00717,0.00717,0.00557,NaN,0.00184,0.00018,0.348,2,1,2007-05-27,2007-05-31,-3.042,-2.875,-3.042,-2.875,1
2007-05-29,-4.000,220.000,"Valente et al., 2016",Fluorescence,0.1913,0.1466,0.1694,0.1393,0.1802,-0.00185,3.50498,0.00703,0.00703,0.00563,NaN,0.00201,0.00020,0.348,2,1,2007-05-27,2007-05-31,-4.042,-3.875,-4.042,-3.875,0
2007-05-30,-1.000,220.000,"Valente et al., 2016",Fluorescence,0.1528,0.1598,0.1860,0.1532,0.1954,-0.00167,3.31855,0.00677,0.00677,0.00548,NaN,0.00204,0.00019,0.348,2,1,2007-05-28,2007-06-01,-1.042,-0.875,-1.042,-0.875,0
2007-05-30,0.000,220.000,"Valente et al., 2016",Fluorescence,0.2972,0.2195,0.2594,0.2198,0.2594,-0.00100,2.74182,0.00530,0.00530,0.00464,NaN,0.00193,0.00019,0.348,2,1,2007-05-28,2007-06-01,-0.042,0.125,-0.042,0.125,0
2007-05-30,-2.000,220.000,"Valente et al., 2016",Fluorescence,0.1451,0.1390,0.1466,0.1318,0.1515,-0.00196,3.93178,0.00673,0.00673,0.00533,NaN,0.00171,0.00014,0.348,2,1,2007-05-28,2007-06-01,-2.042,-1.875,-2.042,-1.875,0
2007-05-30,-0.500,220.000,"Valente et al., 2016",Fluorescence,0.2299,0.2069,0.2440,0.2015,0.2457,-0.00116,2.84328,0.00580,0.00580,0.00497,NaN,0.00204,0.00020,0.348,2,1,2007-05-28,2007-06-01,-0.542,-0.375,-0.542,-0.375,1
2007-05-31,0.000,220.000,"Valente et al., 2016",Fluorescence,0.2972,0.2195,0.2594,0.2198,0.2594,-0.00100,2.74182,0.00530,0.00530,0.00464,NaN,0.00193,0.00019,0.348,2,1,2007-05-29,2007-06-02,-0.042,0.125,-0.042,0.125,1
2007-05-31,1.500,220.000,"Valente et al., 2016",Fluorescence,0.1906,0.1483,0.1590,0.1440,0.1636,-0.00179,3.73877,0.00640,0.00640,0.00519,NaN,0.00171,0.00016,0.348,2,1,2007-05-29,2007-06-02,1.458,1.625,1.458,1.625,1
2007-05-31,2.000,220.000,"Valente et al., 2016",Fluorescence,0.1710,0.1640,0.1860,0.1563,0.1941,-0.00164,3.33360,0.00656,0.00656,0.00550,NaN,0.00197,0.00020,0.348,2,1,2007-05-29,2007-06-02,1.958,2.125,1.958,2.125,0
2007-05-31,0.467,220.000,"Valente et al., 2016",Fluorescence,0.1934,0.1620,0.1820,0.1601,0.1875,-0.00159,3.41319,0.00621,0.00621,0.00506,NaN,0.00182,0.00018,0.348,2,1,2007-05-29,2007-06-02,0.375,0.542,0.375,0.542,0
2007-05-31,1.000,220.000,"Valente et al., 2016",Fluorescence,0.1864,0.1364,0.1449,0.1295,0.1502,-0.00199,3.95531,0.00678,0.00678,0.00531,NaN,0.00171,0.00016,0.348,2,1,2007-05-29,2007-06-02,0.958,1.125,0.958,1.125,0
2007-06-01,4.000,220.000,"Valente et al., 2016",Fluorescence,0.2138,0.1304,0.1569,0.1205,0.1747,-0.00213,3.57857,0.00780,0.00780,0.00606,NaN,0.00218,0.00028,-0.155,2,1,2007-05-30,2007-06-03,3.958,4.125,3.958,4.125,0
2007-06-01,3.000,220.000,"Valente et al., 2016",Fluorescence,0.3848,0.2557,0.3002,0.2176,0.3002,-0.00101,2.49213,0.00649,0.00649,0.00566,NaN,0.00261,0.00030,-0.155,2,1,2007-05-30,2007-06-03,2.958,3.125,2.958,3.125,0
2007-06-02,9.000,220.000,"Valente et al., 2016",Fluorescence,0.0998,0.0903,0.0973,0.0740,0.1153,-0.00305,4.66357,0.00921,0.00921,0.00664,NaN,0.00197,0.00019,-0.155,2,1,2007-05-31,2007-06-04,8.958,9.125,8.958,9.125,1
2007-06-03,9.000,220.000,"Valente et al., 2016",Fluorescence,0.1110,0.0903,0.0973,0.0740,0.1153,-0.00305,4.66357,0.00921,0.00921,0.00664,NaN,0.00197,0.00019,-0.155,2,1,2007-06-01,2007-06-05,8.958,9.125,8.958,9.125,0
2007-06-03,9.983,218.217,"Valente et al., 2016",Fluorescence,0.2635,0.1674,0.1867,0.1680,0.1908,-0.00150,3.37238,0.00589,0.00589,0.00485,NaN,0.00175,0.00020,-0.155,2,1,2007-06-01,2007-06-05,9.875,10.042,9.875,10.042,0
2007-07-03,10.000,163.983,"WOD: Boyer et al., 2018",Fluorescence,0.0400,0.0403,0.0363,0.0273,0.0346,-0.00493,8.15701,0.01184,0.01184,0.00708,NaN,0.00145,0.00007,-0.248,2,1,2007-07-01,2007-07-05,9.958,10.125,9.958,10.125,0
2007-07-05,2.083,164.983,"WOD: Boyer et al., 2018",Fluorescence,0.0650,0.0824,0.0831,0.0681,0.0902,-0.00320,5.35952,0.00895,0.00895,0.00630,NaN,0.00167,0.00017,-0.248,2,1,2007-07-03,2007-07-07,2.042,2.208,2.042,2.208,0
2007-07-06,-3.000,164.983,"WOD: Boyer et al., 2018",Fluorescence,0.0750,0.1137,0.1080,0.1021,0.1063,-0.00244,4.89098,0.00727,0.00727,0.00553,NaN,0.00149,0.00007,-0.248,2,1,2007-07-04,2007-07-08,-3.042,-2.875,-3.042,-2.875,0
2007-07-08,0.000,162.983,"WOD: Boyer et al., 2018",Fluorescence,0.2300,0.1753,0.2032,0.1912,0.2046,-0.00126,3.21677,0.00537,0.00537,0.00455,NaN,0.00167,0.00011,-0.248,2,1,2007-07-06,2007-07-10,-0.042,0.125,-0.042,0.125,0
2007-07-09,-0.017,161.000,"WOD: Boyer et al., 2018",Fluorescence,0.1250,0.1188,0.1216,0.1075,0.1266,-0.00234,4.40716,0.00741,0.00741,0.00574,NaN,0.00168,0.00012,-0.248,2,1,2007-07-07,2007-07-11,-0.125,0.042,-0.125,0.042,1
